time/total_timesteps,eval/mean_ep_length,train/n_updates,train/ent_coef_loss,train/learning_rate,train/actor_loss,eval/mean_reward,train/ent_coef,train/critic_loss,rollout/ep_rew_mean,time/episodes,time/fps,time/time_elapsed,rollout/ep_len_mean
1405000,500.0,1404899,-1.7299573421478271,0.0003,-47.224647521972656,445.0715628,0.01712910644710064,5.288844108581543,,,,,
1405500,500.0,1405399,4.21565055847168,0.0003,-47.540592193603516,446.9236876,0.01681285724043846,22.702396392822266,,,,,
1406000,500.0,1405899,0.02483651041984558,0.0003,-48.52745819091797,473.70170740000003,0.01725989580154419,2.8983521461486816,,,,,
1406000,,,,,,,,,252.61421289,2812,10,129701,500.0
1406500,500.0,1406399,3.049055576324463,0.0003,-46.26844024658203,426.49683059999995,0.017345761880278587,27.7559814453125,,,,,
1407000,500.0,1406899,0.7260158061981201,0.0003,-42.86567306518555,419.9364184,0.016940288245677948,20.203636169433594,,,,,
1407500,500.0,1407399,-0.3169076442718506,0.0003,-50.24040222167969,455.3267118,0.016530673950910568,6.007256507873535,,,,,
1408000,500.0,1407899,0.5380207896232605,0.0003,-45.222801208496094,397.8867136,0.01684696413576603,15.170534133911133,,,,,
1408000,,,,,,,,,267.9290921,2816,10,129892,500.0
1408500,500.0,1408399,0.6612895131111145,0.0003,-43.088253021240234,358.78029720000006,0.017946068197488785,2.973698854446411,,,,,
1409000,500.0,1408899,-1.4276459217071533,0.0003,-43.4667854309082,417.460988,0.01702955551445484,10.496006965637207,,,,,
1409500,500.0,1409399,-1.034321665763855,0.0003,-46.455997467041016,398.949014,0.017479661852121353,4.2219038009643555,,,,,
1410000,500.0,1409899,0.3834857940673828,0.0003,-44.137813568115234,462.28506980000003,0.016730286180973053,5.286994457244873,,,,,
1410000,,,,,,,,,285.11020362999994,2820,10,130079,500.0
1410500,500.0,1410399,-1.7835791110992432,0.0003,-44.26228713989258,339.2718482,0.01658264547586441,4.251944541931152,,,,,
1411000,500.0,1410899,-0.375312477350235,0.0003,-45.81512451171875,408.6728534,0.016310039907693863,13.981990814208984,,,,,
1411500,500.0,1411399,2.4267146587371826,0.0003,-45.07868576049805,414.05607280000004,0.016827469691634178,36.99267578125,,,,,
1412000,500.0,1411899,-1.0309200286865234,0.0003,-44.5473747253418,333.0906742,0.016430916264653206,15.464595794677734,,,,,
1412000,,,,,,,,,303.23719819,2824,10,130268,500.0
1412500,500.0,1412399,-1.250961184501648,0.0003,-45.50565719604492,339.6896118,0.01611120067536831,7.251072883605957,,,,,
1413000,500.0,1412899,-0.10955581814050674,0.0003,-44.40872573852539,449.8844102,0.016813043504953384,3.301621913909912,,,,,
1413500,500.0,1413399,1.5181282758712769,0.0003,-46.570068359375,374.84332359999996,0.016269151121377945,2.7733941078186035,,,,,
1414000,500.0,1413899,-1.949768304824829,0.0003,-47.05912780761719,308.4508096,0.016523808240890503,24.002777099609375,,,,,
1414000,,,,,,,,,317.37796845,2828,10,130455,500.0
1414500,500.0,1414399,0.3248800039291382,0.0003,-45.941162109375,466.32037099999997,0.016453998163342476,3.2123847007751465,,,,,
1415000,500.0,1414899,1.533900499343872,0.0003,-48.47564697265625,454.47210839999997,0.016595065593719482,4.415505886077881,,,,,
1415500,500.0,1415399,0.3110074996948242,0.0003,-44.322845458984375,377.8947694,0.016286274418234825,3.1327831745147705,,,,,
1416000,500.0,1415899,1.5909197330474854,0.0003,-48.72655487060547,329.17131159999997,0.016646016389131546,2.410755157470703,,,,,
1416000,,,,,,,,,328.7746429899999,2832,10,130645,500.0
1416500,500.0,1416399,2.3114709854125977,0.0003,-45.944740295410156,398.1201198,0.017295150086283684,24.984466552734375,,,,,
1417000,500.0,1416899,0.07792745530605316,0.0003,-47.080101013183594,404.82812240000004,0.017324451357126236,2.952165126800537,,,,,
1417500,500.0,1417399,-1.691957712173462,0.0003,-45.10871887207031,470.2004162,0.016711262986063957,8.589241027832031,,,,,
1418000,500.0,1417899,-1.0897269248962402,0.0003,-47.057281494140625,467.1744678,0.016708433628082275,3.110213279724121,,,,,
1418000,,,,,,,,,345.67387279,2836,10,130833,500.0
1418500,500.0,1418399,0.5714914798736572,0.0003,-47.68404006958008,380.53999839999994,0.016574297100305557,3.391773223876953,,,,,
1419000,500.0,1418899,0.743221640586853,0.0003,-46.809425354003906,462.4025082,0.01692376844584942,9.790521621704102,,,,,
1419500,500.0,1419399,1.0087599754333496,0.0003,-46.06230926513672,467.0179398,0.01658959686756134,3.2152836322784424,,,,,
1420000,500.0,1419899,-0.5303895473480225,0.0003,-47.1158332824707,391.4198088,0.016037510707974434,4.349761486053467,,,,,
1420000,,,,,,,,,362.24700522000006,2840,10,131024,500.0
1420500,500.0,1420399,1.691595435142517,0.0003,-46.568206787109375,377.2445192,0.01657317578792572,4.62006950378418,,,,,
1421000,500.0,1420899,-0.24251383543014526,0.0003,-44.615760803222656,463.11949560000005,0.01697242632508278,18.509660720825195,,,,,
1421500,500.0,1421399,-1.0306346416473389,0.0003,-47.22541809082031,420.9597218,0.016766007989645004,2.6786441802978516,,,,,
1422000,500.0,1421899,-0.3515144884586334,0.0003,-48.821495056152344,465.2149238,0.016732048243284225,5.390668869018555,,,,,
1422000,,,,,,,,,378.69619722000004,2844,10,131213,500.0
1422500,500.0,1422399,1.2339091300964355,0.0003,-49.29212951660156,471.9556926,0.016640396788716316,4.201716423034668,,,,,
1423000,500.0,1422899,-0.1529853790998459,0.0003,-48.620235443115234,401.3627866,0.017293352633714676,17.127483367919922,,,,,
1423500,500.0,1423399,2.163431406021118,0.0003,-48.23939514160156,475.819758,0.01623832806944847,4.0258989334106445,,,,,
1424000,500.0,1423899,1.6162521839141846,0.0003,-47.93119430541992,419.7740084,0.016337189823389053,19.30107307434082,,,,,
1424000,,,,,,,,,389.90574419000006,2848,10,131405,500.0
1424500,500.0,1424399,1.3103039264678955,0.0003,-43.55842590332031,352.77941439999995,0.016630014404654503,23.353591918945312,,,,,
1425000,500.0,1424899,1.739172101020813,0.0003,-45.24811553955078,472.89050100000003,0.01675623282790184,4.209309101104736,,,,,
1425500,500.0,1425399,-1.8859771490097046,0.0003,-46.645362854003906,422.3774972,0.01681414060294628,4.824077606201172,,,,,
1426000,500.0,1425899,1.4097341299057007,0.0003,-49.25299072265625,426.4017648,0.01663031615316868,3.6029257774353027,,,,,
1426000,,,,,,,,,398.09676526000004,2852,10,131595,500.0
1426500,500.0,1426399,-1.2022829055786133,0.0003,-47.48416519165039,474.28642419999994,0.016230974346399307,55.52476501464844,,,,,
1427000,500.0,1426899,2.371699094772339,0.0003,-43.29430389404297,423.4468672000001,0.016077056527137756,3.2895071506500244,,,,,
1427500,500.0,1427399,-0.3855106830596924,0.0003,-46.96967315673828,466.8761106,0.01631859876215458,6.227975368499756,,,,,
1428000,500.0,1427899,-1.9774351119995117,0.0003,-45.42485427856445,452.0263672,0.017089342698454857,26.72675323486328,,,,,
1428000,,,,,,,,,397.79142415999996,2856,10,131787,500.0
1428500,500.0,1428399,-3.3558332920074463,0.0003,-46.20210266113281,474.99208280000005,0.017208296805620193,7.093225002288818,,,,,
1429000,500.0,1428899,-0.9531768560409546,0.0003,-46.49927520751953,404.2073632,0.017638569697737694,27.117630004882812,,,,,
1429500,500.0,1429399,0.02561432123184204,0.0003,-46.4718132019043,398.8969842,0.01636098325252533,8.912612915039062,,,,,
1430000,500.0,1429899,-0.9299336671829224,0.0003,-47.432373046875,415.07990900000004,0.016943488270044327,4.797830581665039,,,,,
1430000,,,,,,,,,396.9301699899999,2860,10,131978,500.0
1430500,500.0,1430399,0.8558116555213928,0.0003,-48.791786193847656,395.5318342,0.01704959198832512,5.400617599487305,,,,,
1431000,500.0,1430899,0.9919025301933289,0.0003,-48.57371520996094,387.7760652,0.01721987873315811,2.672424793243408,,,,,
1431500,500.0,1431399,-0.9049544930458069,0.0003,-47.894798278808594,473.2387938,0.016735877841711044,2.4429049491882324,,,,,
1432000,500.0,1431899,-1.2371180057525635,0.0003,-44.90541076660156,457.465497,0.017320485785603523,3.249875783920288,,,,,
1432000,,,,,,,,,391.92250270999995,2864,10,132171,500.0
1432500,500.0,1432399,-1.8222107887268066,0.0003,-44.55021667480469,474.77324179999994,0.01683979108929634,7.882844924926758,,,,,
1433000,500.0,1432899,-0.5495516657829285,0.0003,-46.57809066772461,411.7160286,0.016299933195114136,3.400104284286499,,,,,
1433500,500.0,1433399,-3.239475727081299,0.0003,-47.96904373168945,474.81291799999997,0.01668500155210495,5.004115104675293,,,,,
1434000,500.0,1433899,1.9707655906677246,0.0003,-47.5411262512207,429.29371360000005,0.01660579815506935,36.48627471923828,,,,,
1434000,,,,,,,,,394.04907157,2868,10,132362,500.0
1434500,500.0,1434399,-0.43439358472824097,0.0003,-46.72637939453125,413.1002264,0.017148509621620178,4.19132661819458,,,,,
1435000,500.0,1434899,0.5120726227760315,0.0003,-46.741729736328125,458.5121306,0.01709222048521042,17.70456314086914,,,,,
1435500,500.0,1435399,2.843000888824463,0.0003,-47.21835708618164,468.5237188,0.016975535079836845,3.7284741401672363,,,,,
1436000,500.0,1435899,1.9030323028564453,0.0003,-50.194862365722656,390.8237626,0.01769551821053028,2.661345958709717,,,,,
1436000,,,,,,,,,396.31064523000003,2872,10,132553,500.0
1436500,500.0,1436399,-1.220354676246643,0.0003,-50.12416076660156,468.20567200000005,0.016994917765259743,7.599470138549805,,,,,
1437000,500.0,1436899,-1.231633186340332,0.0003,-50.12451171875,381.1763342,0.016314247623085976,4.007305145263672,,,,,
1437500,500.0,1437399,-0.31926411390304565,0.0003,-49.19835662841797,473.62873559999997,0.01656196638941765,38.130035400390625,,,,,
1438000,500.0,1437899,2.285195827484131,0.0003,-45.626285552978516,467.6187126,0.017065109685063362,4.607448577880859,,,,,
1438000,,,,,,,,,403.02851051000005,2876,10,132744,500.0
1438500,500.0,1438399,-2.128779888153076,0.0003,-44.76599884033203,470.6360176,0.017431603744626045,4.184700012207031,,,,,
1439000,500.0,1438899,0.6391800045967102,0.0003,-49.6475715637207,475.5912829999999,0.016637159511446953,3.8612732887268066,,,,,
1439500,500.0,1439399,-0.16339728236198425,0.0003,-48.69140625,411.2176096,0.01633691042661667,10.531534194946289,,,,,
1440000,500.0,1439899,-1.0866087675094604,0.0003,-48.71924591064453,221.96914759999999,0.01653151772916317,4.255387306213379,,,,,
1440000,,,,,,,,,411.8796132,2880,10,132933,500.0
1440500,500.0,1440399,-1.1548712253570557,0.0003,-46.83262634277344,473.4895338,0.016227778047323227,27.102489471435547,,,,,
1441000,500.0,1440899,-2.155679702758789,0.0003,-47.94499969482422,472.71695100000005,0.016110647469758987,10.106637954711914,,,,,
1441500,500.0,1441399,-1.8952761888504028,0.0003,-47.64459228515625,463.37544859999997,0.016870109364390373,42.50190353393555,,,,,
1442000,500.0,1441899,1.1079299449920654,0.0003,-51.55325698852539,419.9000497999999,0.01654786616563797,3.6162309646606445,,,,,
1442000,,,,,,,,,409.79921011000005,2884,10,133124,500.0
1442500,500.0,1442399,0.8641080260276794,0.0003,-47.71759033203125,343.61271139999997,0.01717240922152996,3.5673274993896484,,,,,
1443000,500.0,1442899,0.08708912134170532,0.0003,-47.56590270996094,387.67079640000003,0.017106594517827034,2.82529616355896,,,,,
1443500,500.0,1443399,0.47054368257522583,0.0003,-51.651344299316406,421.4963876,0.017875608056783676,3.082205295562744,,,,,
1444000,500.0,1443899,1.804436206817627,0.0003,-45.252967834472656,471.4282362,0.01729429140686989,3.4982409477233887,,,,,
1444000,,,,,,,,,409.33909234,2888,10,133312,500.0
1444500,500.0,1444399,2.5777955055236816,0.0003,-48.35546875,475.5361664,0.01662265695631504,3.4392786026000977,,,,,
1445000,500.0,1444899,2.441923141479492,0.0003,-50.92876434326172,298.4902758,0.018066132441163063,2.9138407707214355,,,,,
1445500,500.0,1445399,0.7794530987739563,0.0003,-47.570125579833984,386.9412256,0.017943670973181725,3.275908946990967,,,,,
1446000,500.0,1445899,0.8192338347434998,0.0003,-47.57307434082031,468.5333812,0.018236204981803894,39.16547775268555,,,,,
1446000,,,,,,,,,409.31614409,2892,10,133503,500.0
1446500,500.0,1446399,-2.639946460723877,0.0003,-47.273658752441406,379.9087254,0.017980758100748062,3.576434373855591,,,,,
1447000,500.0,1446899,1.1354551315307617,0.0003,-48.141204833984375,475.5410911999999,0.017056453973054886,2.4911563396453857,,,,,
1447500,500.0,1447399,-2.2498722076416016,0.0003,-51.310508728027344,331.9472758,0.017721332609653473,3.082052230834961,,,,,
1448000,500.0,1447899,-0.08364090323448181,0.0003,-51.22019958496094,411.18686720000005,0.017512550577521324,3.6026344299316406,,,,,
1448000,,,,,,,,,406.32459814999993,2896,10,133693,500.0
1448500,500.0,1448399,-0.556958019733429,0.0003,-54.11920928955078,415.72163359999996,0.016517089679837227,2.698326349258423,,,,,
1449000,500.0,1448899,1.2667009830474854,0.0003,-49.68595886230469,444.6354496,0.01744396798312664,2.9474596977233887,,,,,
1449500,500.0,1449399,0.7730807065963745,0.0003,-48.47353744506836,472.2119916,0.017177732661366463,2.754718780517578,,,,,
1450000,500.0,1449899,-0.89203280210495,0.0003,-50.566009521484375,363.76771799999995,0.018083395436406136,2.8930928707122803,,,,,
1450000,,,,,,,,,407.38246791000006,2900,10,133884,500.0
1450500,500.0,1450399,0.5066395401954651,0.0003,-51.02231216430664,462.6960028,0.01666710339486599,17.760652542114258,,,,,
1451000,500.0,1450899,-1.280176043510437,0.0003,-50.51881408691406,250.52234579999998,0.01709444634616375,4.810564994812012,,,,,
1451500,500.0,1451399,-1.0657423734664917,0.0003,-51.265525817871094,396.39476720000005,0.017605338245630264,3.378710985183716,,,,,
1452000,500.0,1451899,-0.0450594425201416,0.0003,-50.32567596435547,468.8118329999999,0.016682717949151993,3.7816615104675293,,,,,
1452000,,,,,,,,,411.2522190600001,2904,10,134071,500.0
1452500,500.0,1452399,1.1517488956451416,0.0003,-47.37129211425781,427.05944200000005,0.01706070825457573,26.39361572265625,,,,,
1453000,500.0,1452899,-0.6067362427711487,0.0003,-50.62022399902344,418.486934,0.017642322927713394,4.600895881652832,,,,,
1453500,500.0,1453399,-1.6161766052246094,0.0003,-49.07615661621094,471.60237539999997,0.017152467742562294,2.8889598846435547,,,,,
1454000,500.0,1453899,-0.5520330667495728,0.0003,-49.71167755126953,468.3164812,0.017455508932471275,5.869594097137451,,,,,
1454000,,,,,,,,,413.23602438,2908,10,134262,500.0
1454500,500.0,1454399,-1.1292250156402588,0.0003,-50.024688720703125,396.8390282,0.017557937651872635,21.91838836669922,,,,,
1455000,500.0,1454899,-0.00012385845184326172,0.0003,-47.366432189941406,467.1625986,0.01734238676726818,3.4828503131866455,,,,,
1455500,500.0,1455399,2.502261161804199,0.0003,-48.54901885986328,468.6172126,0.01727605238556862,2.7965354919433594,,,,,
1456000,500.0,1455899,2.6985225677490234,0.0003,-50.9179801940918,475.4624895999999,0.01770016737282276,4.774218559265137,,,,,
1456000,,,,,,,,,410.82212774999994,2912,10,134453,500.0
1456500,500.0,1456399,-1.1721036434173584,0.0003,-52.63824462890625,435.31767920000004,0.017245573922991753,3.770587921142578,,,,,
1457000,500.0,1456899,1.0835999250411987,0.0003,-48.004615783691406,464.998247,0.017391536384820938,4.253645896911621,,,,,
1457500,500.0,1457399,-0.964818000793457,0.0003,-51.25640106201172,475.84019440000003,0.01692374423146248,37.75375747680664,,,,,
1458000,500.0,1457899,-1.1464247703552246,0.0003,-51.32004165649414,403.2175956,0.017573507502675056,3.799093008041382,,,,,
1458000,,,,,,,,,413.73499415,2916,10,134645,500.0
1458500,500.0,1458399,0.16735148429870605,0.0003,-48.665061950683594,382.38023400000003,0.0174727626144886,3.652225971221924,,,,,
1459000,500.0,1458899,-0.8961359858512878,0.0003,-53.13484191894531,470.28853339999995,0.01737949065864086,2.9594924449920654,,,,,
1459500,500.0,1459399,-1.1015727519989014,0.0003,-51.195457458496094,465.9530558,0.01744513213634491,3.2772722244262695,,,,,
1460000,500.0,1459899,-0.0818084180355072,0.0003,-51.23161315917969,415.68948639999996,0.016578132286667824,46.90366744995117,,,,,
1460000,,,,,,,,,413.88505029,2920,10,134835,500.0
1460500,500.0,1460399,2.0086216926574707,0.0003,-48.51425552368164,474.25237619999996,0.016738681122660637,3.2759387493133545,,,,,
1461000,500.0,1460899,-0.787285327911377,0.0003,-46.31549072265625,378.8470366,0.01680855266749859,4.024936199188232,,,,,
1461500,500.0,1461399,-0.7618594765663147,0.0003,-50.93638610839844,454.4037198,0.01739993877708912,23.00794792175293,,,,,
1462000,500.0,1461899,-1.198174238204956,0.0003,-47.650047302246094,456.05981979999996,0.016989130526781082,4.041743755340576,,,,,
1462000,,,,,,,,,414.61131882,2924,10,135026,500.0
1462500,500.0,1462399,1.4635770320892334,0.0003,-51.57495880126953,421.60467239999997,0.016729088500142097,4.506653308868408,,,,,
1463000,500.0,1462899,1.622804045677185,0.0003,-52.0599365234375,424.8402052,0.016737235710024834,8.956153869628906,,,,,
1463500,500.0,1463399,0.6120089888572693,0.0003,-50.779788970947266,432.7496104,0.016460072249174118,18.090627670288086,,,,,
1464000,500.0,1463899,-0.2145172357559204,0.0003,-51.657386779785156,452.6872158,0.017246831208467484,4.048915863037109,,,,,
1464000,,,,,,,,,414.68054725,2928,10,135217,500.0
1464500,500.0,1464399,0.30510279536247253,0.0003,-50.500831604003906,370.74978219999997,0.016943592578172684,2.5171051025390625,,,,,
1465000,500.0,1464899,-0.17454767227172852,0.0003,-51.14769744873047,387.8370566,0.017012469470500946,3.9345216751098633,,,,,
1465500,500.0,1465399,-0.9070255756378174,0.0003,-46.94181823730469,473.9606966,0.01739146187901497,3.2124037742614746,,,,,
1466000,500.0,1465899,-0.7847003936767578,0.0003,-52.52409744262695,466.3243196,0.017357204109430313,2.8963541984558105,,,,,
1466000,,,,,,,,,415.43170622,2932,10,135409,500.0
1466500,500.0,1466399,-0.7143834829330444,0.0003,-49.685264587402344,471.6400124,0.01717413030564785,2.6831047534942627,,,,,
1467000,500.0,1466899,0.18689215183258057,0.0003,-55.14435577392578,465.57248319999997,0.016694361343979836,2.6910083293914795,,,,,
1467500,500.0,1467399,-1.823643445968628,0.0003,-51.838985443115234,468.20697199999995,0.016932671889662743,2.9565963745117188,,,,,
1468000,500.0,1467899,0.003189384937286377,0.0003,-47.000572204589844,428.6359354,0.01647636480629444,2.484201192855835,,,,,
1468000,,,,,,,,,411.75204224000004,2936,10,135600,500.0
1468500,500.0,1468399,-0.7878966927528381,0.0003,-48.77098083496094,449.30500140000004,0.016734689474105835,2.6013259887695312,,,,,
1469000,500.0,1468899,1.4558634757995605,0.0003,-56.90279769897461,469.3604626,0.016799915581941605,4.024903774261475,,,,,
1469500,500.0,1469399,0.6938557624816895,0.0003,-50.61895751953125,468.24322680000006,0.017215320840477943,4.907803535461426,,,,,
1470000,500.0,1469899,-1.9958401918411255,0.0003,-47.76771926879883,310.1454748,0.016504336148500443,5.577012062072754,,,,,
1470000,,,,,,,,,411.61961043,2940,10,135791,500.0
1470500,500.0,1470399,-0.311043381690979,0.0003,-52.278480529785156,393.9149688,0.01681121438741684,8.440320014953613,,,,,
1471000,500.0,1470899,-0.8295284509658813,0.0003,-49.38129425048828,468.95424140000006,0.016896208748221397,3.544344425201416,,,,,
1471500,500.0,1471399,-1.9567089080810547,0.0003,-49.58268737792969,458.1756326,0.01711750589311123,2.8922197818756104,,,,,
1472000,500.0,1471899,1.02294921875,0.0003,-53.479042053222656,478.02737559999997,0.016492793336510658,3.332501173019409,,,,,
1472000,,,,,,,,,411.3294982000001,2944,10,135981,500.0
1472500,500.0,1472399,1.384170651435852,0.0003,-51.26036834716797,294.4994632,0.01688789576292038,3.2125229835510254,,,,,
1473000,500.0,1472899,-1.4031926393508911,0.0003,-51.15334701538086,371.73096960000004,0.017389537766575813,2.7075843811035156,,,,,
1473500,500.0,1473399,0.8528101444244385,0.0003,-46.51075744628906,457.27193500000004,0.01767873577773571,2.7935595512390137,,,,,
1474000,500.0,1473899,1.2176939249038696,0.0003,-50.46941375732422,472.11222799999996,0.01738525927066803,6.168543338775635,,,,,
1474000,,,,,,,,,411.69602598999995,2948,10,136173,500.0
1474500,500.0,1474399,-3.86982798576355,0.0003,-50.36491394042969,470.9345808,0.017107989639043808,3.3656864166259766,,,,,
1475000,500.0,1474899,0.46777933835983276,0.0003,-51.0894889831543,385.8859576,0.01781465671956539,2.617158889770508,,,,,
1475500,500.0,1475399,0.8827173709869385,0.0003,-48.212799072265625,352.61433160000007,0.016877606511116028,3.338123083114624,,,,,
1476000,500.0,1475899,0.9107200503349304,0.0003,-50.20219421386719,462.5641882,0.016653938218951225,8.814327239990234,,,,,
1476000,,,,,,,,,415.54242544,2952,10,136365,500.0
1476500,500.0,1476399,-1.3513991832733154,0.0003,-51.32402038574219,361.681781,0.01701982133090496,2.911313056945801,,,,,
1477000,500.0,1476899,-1.0734144449234009,0.0003,-52.77619934082031,379.95783079999995,0.016379162669181824,3.4959259033203125,,,,,
1477500,500.0,1477399,2.9298312664031982,0.0003,-53.08247756958008,469.1603542,0.01708395965397358,2.7189369201660156,,,,,
1478000,500.0,1477899,0.5139933824539185,0.0003,-47.22654724121094,446.3278548,0.016149034723639488,2.9024558067321777,,,,,
1478000,,,,,,,,,412.6417393299999,2956,10,136555,500.0
1478500,500.0,1478399,-1.998119592666626,0.0003,-49.39691162109375,399.4708028,0.016739821061491966,3.6331310272216797,,,,,
1479000,500.0,1478899,-1.461889386177063,0.0003,-47.1683349609375,463.8129788,0.01661553978919983,3.1994409561157227,,,,,
1479500,500.0,1479399,3.2696197032928467,0.0003,-47.615081787109375,399.6011116,0.0174458809196949,3.066009759902954,,,,,
1480000,500.0,1479899,-1.1958434581756592,0.0003,-50.323097229003906,476.0713998,0.017718002200126648,2.943916082382202,,,,,
1480000,,,,,,,,,410.81586023999995,2960,10,136746,500.0
1480500,500.0,1480399,-1.8921245336532593,0.0003,-51.97425079345703,459.578899,0.016936153173446655,24.341796875,,,,,
1481000,500.0,1480899,-1.4980658292770386,0.0003,-48.886375427246094,392.5330826,0.016940036788582802,2.4157800674438477,,,,,
1481500,500.0,1481399,-0.08378595113754272,0.0003,-53.08442306518555,456.7541318,0.01693350449204445,4.21052360534668,,,,,
1482000,500.0,1481899,-0.6135038137435913,0.0003,-53.48301315307617,468.2696516,0.017097942531108856,2.899393081665039,,,,,
1482000,,,,,,,,,416.14588807000007,2964,10,136935,500.0
1482500,500.0,1482399,2.053363800048828,0.0003,-50.495365142822266,478.9598914,0.016806725412607193,3.5980820655822754,,,,,
1483000,500.0,1482899,-0.5601683259010315,0.0003,-52.19630432128906,445.31872979999997,0.017875811085104942,2.8910064697265625,,,,,
1483500,500.0,1483399,-1.0518693923950195,0.0003,-50.61857604980469,472.38129879999997,0.01787007600069046,3.0003561973571777,,,,,
1484000,500.0,1483899,-1.681986689567566,0.0003,-55.644657135009766,473.0056994,0.018059173598885536,19.48720359802246,,,,,
1484000,,,,,,,,,416.67309149,2968,10,137129,500.0
1484500,500.0,1484399,-0.4629051387310028,0.0003,-52.30503845214844,393.39196519999996,0.016598578542470932,3.7319321632385254,,,,,
1485000,500.0,1484899,-0.25060155987739563,0.0003,-48.90491485595703,420.81737439999995,0.0175024401396513,3.3664050102233887,,,,,
1485500,500.0,1485399,1.6618082523345947,0.0003,-51.603416442871094,411.270112,0.017339542508125305,3.0745816230773926,,,,,
1486000,500.0,1485899,-1.9245595932006836,0.0003,-47.5894775390625,474.8248138,0.017464425414800644,8.528728485107422,,,,,
1486000,,,,,,,,,414.9046185000001,2972,10,137318,500.0
1486500,500.0,1486399,1.2516486644744873,0.0003,-50.46116638183594,441.5273486,0.01747502200305462,2.667080879211426,,,,,
1487000,500.0,1486899,1.4802217483520508,0.0003,-54.296844482421875,426.66192199999995,0.01769528165459633,22.377729415893555,,,,,
1487500,500.0,1487399,-3.243788242340088,0.0003,-51.96495056152344,426.3211562,0.017185967415571213,2.7272629737854004,,,,,
1488000,500.0,1487899,1.1360975503921509,0.0003,-50.97968292236328,363.35757,0.017184501513838768,5.0847978591918945,,,,,
1488000,,,,,,,,,417.10144589,2976,10,137510,500.0
1488500,500.0,1488399,2.295004367828369,0.0003,-49.18278884887695,467.365238,0.01745600812137127,2.416259288787842,,,,,
1489000,500.0,1488899,-0.05212238430976868,0.0003,-49.204105377197266,467.4860332,0.01740339770913124,30.361183166503906,,,,,
1489500,500.0,1489399,-2.901404619216919,0.0003,-52.166481018066406,475.3160594,0.016368690878152847,3.2662229537963867,,,,,
1490000,500.0,1489899,0.11243376135826111,0.0003,-51.774452209472656,392.5667506,0.017405042424798012,32.168365478515625,,,,,
1490000,,,,,,,,,416.8356542100001,2980,10,137703,500.0
1490500,500.0,1490399,-1.0115480422973633,0.0003,-51.418922424316406,467.2262032,0.017675362527370453,2.5982131958007812,,,,,
1491000,500.0,1490899,-0.3364298939704895,0.0003,-54.256134033203125,434.3729612,0.017001302912831306,3.0153794288635254,,,,,
1491500,500.0,1491399,-0.6640928983688354,0.0003,-51.185279846191406,463.31961519999993,0.017589855939149857,3.3133020401000977,,,,,
1492000,500.0,1491899,-0.7333181500434875,0.0003,-51.76103973388672,449.39324079999994,0.016974976286292076,34.12627029418945,,,,,
1492000,,,,,,,,,421.3238829,2984,10,137896,500.0
1492500,500.0,1492399,1.9912867546081543,0.0003,-51.37226104736328,477.2659796,0.016250984743237495,8.069014549255371,,,,,
1493000,500.0,1492899,-1.8801052570343018,0.0003,-52.7398681640625,472.6804076,0.016484422609210014,2.9803128242492676,,,,,
1493500,500.0,1493399,0.48785293102264404,0.0003,-51.862518310546875,466.914817,0.016564175486564636,3.2365169525146484,,,,,
1494000,500.0,1493899,2.3071436882019043,0.0003,-51.489288330078125,473.94483060000005,0.016454877331852913,3.2430708408355713,,,,,
1494000,,,,,,,,,425.85708530999995,2988,10,138089,500.0
1494500,500.0,1494399,0.4557681083679199,0.0003,-49.28001403808594,393.3154794,0.0172591395676136,3.5202481746673584,,,,,
1495000,500.0,1494899,-0.32729390263557434,0.0003,-50.158809661865234,420.29863779999994,0.017481479793787003,2.7139768600463867,,,,,
1495500,500.0,1495399,-0.010091066360473633,0.0003,-51.808101654052734,463.6017562,0.017283674329519272,2.673088550567627,,,,,
1496000,500.0,1495899,0.0648033618927002,0.0003,-52.771446228027344,466.79845480000006,0.017322618514299393,3.7132506370544434,,,,,
1496000,,,,,,,,,426.24968444999996,2992,10,138282,500.0
1496500,500.0,1496399,0.8500733971595764,0.0003,-49.83442687988281,471.11363379999995,0.01655399799346924,8.230220794677734,,,,,
1497000,500.0,1496899,0.2166810780763626,0.0003,-53.96075439453125,334.9850546,0.016282228752970695,16.850614547729492,,,,,
1497500,500.0,1497399,-2.1357951164245605,0.0003,-54.53438186645508,473.0367994,0.016873156651854515,3.177795886993408,,,,,
1498000,500.0,1497899,1.4558477401733398,0.0003,-50.757179260253906,471.52099179999993,0.016902921721339226,65.71786499023438,,,,,
1498000,,,,,,,,,428.52931020000005,2996,10,138472,500.0
1498500,500.0,1498399,0.6096233129501343,0.0003,-48.672550201416016,386.3327656,0.01665331982076168,3.591614246368408,,,,,
1499000,500.0,1498899,-2.080012321472168,0.0003,-53.623172760009766,315.60189060000005,0.01665426418185234,24.45830535888672,,,,,
1499500,500.0,1499399,-0.03164118528366089,0.0003,-50.125823974609375,469.1475156,0.016506751999258995,4.5983781814575195,,,,,
1500000,500.0,1499899,-0.35793331265449524,0.0003,-52.413780212402344,466.9597471999999,0.016301751136779785,2.379747152328491,,,,,
1500000,,,,,,,,,427.3764318700001,3000,10,138663,500.0
1500500,500.0,1500399,-2.5495505332946777,0.0003,-54.06377410888672,461.21566599999994,0.017561111599206924,3.368915319442749,,,,,
